municipio,codigo,populacao,receita_total,op_credito,alienacao_bens,amortizacao_divida,outras_receitas_capital,juros_encargos_divida,prpc,prpcapita_max3k,eq1_prpcapita
Prefeitura Municipal de Magalhães Barata - PA,1504109,8298,22301950.61,0,0,302776.35,0,0,2651.1418,2651.1418,5.4438429
Prefeitura Municipal de Marabá - PA,1504208,266932,951539430.2,0,0,12804251.66,0,2490571.51,3507.4275,3000,6
Prefeitura Municipal de Maracanã - PA,1504307,28668,61865988.89,0,0,1789572.43,0,0,2095.5916,2095.5916,4.5581727
Prefeitura Municipal de Marituba - PA,1504422,125435,232472188.41,0,0,5598696.67,998991.2,0,1800.7295,1800.7295,4.0880976
Prefeitura Municipal de Medicilândia - PA,1504455,30315,66608796.71,0,0,865074.79,0,0,2168.6863,2168.6863,4.6747022
Prefeitura Municipal de Melgaço - PA,1504505,26652,67457000.28,0,0,510953.61,0,0,2511.8582,2511.8582,5.2217941
Prefeitura Municipal de Mocajuba - PA,1504604,29846,93802732.03,0,0,1301925.16,0,0,3099.2698,3000,6
Prefeitura Municipal de Moju - PA,1504703,78629,71682301.33,0,0,98039.57000000001,0,0,910.40533,910.40533,2.6687241
Prefeitura Municipal de Mojuí dos Campos - PA,1504752,15548,41524836.87,0,0,637186.33,0,7703.75,2629.2737,2629.2737,5.4089804
Prefeitura Municipal de Monte Alegre - PA,1504802,56391,151672146.28,0,34867.01,1869645.75,0,0,2655.8784,2655.8784,5.4513941
Prefeitura Municipal de Nova Esperança do Piriá - PA,1504950,20727,49961369.59,0,0,290008.47,0,0,2396.4568,2396.4568,5.0378184
Prefeitura Municipal de Nova Ipixuna - PA,1504976,16032,43382316.82,0,0,478288.43,0,0,2676.1494,2676.1494,5.4837108
Prefeitura Municipal de Nova Timboteua - PA,1505007,14791,31772379.29,0,0,130382.48,0,0,2139.2737,2139.2737,4.6278119
Prefeitura Municipal de Novo Progresso - PA,1505031,25102,87372519.09,0,0,951980.76,0,0,3442.7749,3000,6
Prefeitura Municipal de Novo Repartimento - PA,1505064,72347,171896851.87,0,0,3687191.74,0,0,2325.0398,2325.0398,4.923964
Prefeitura Municipal de Óbidos - PA,1505106,50596,104985878.36,0,0,1741465.42,0,0,2040.5647,2040.5647,4.470448
Prefeitura Municipal de Oeiras do Pará - PA,1505205,31257,75005864.59999999,0,0,1180819.88,0,0,2361.8723,2361.8723,4.9826832
Prefeitura Municipal de Oriximiná - PA,1505304,70071,226360649.62,0,0,11965590.39,0,0,3059.6831,3000,6
Prefeitura Municipal de Ourém - PA,1505403,17237,52827760.1,0,0,204174.94,0,1009.42,3052.8848,3000,6
Prefeitura Municipal de Ourilândia do Norte - PA,1505437,31359,103542753.89,0,264450.01,0,0,0,3293.4182,3000,6
Prefeitura Municipal de Pacajá - PA,1505486,45596,97726024.15000001,0,0,909432.77,0,0,2123.3572,2123.3572,4.6024375
Prefeitura Municipal de Palestina do Pará - PA,1505494,7404,23547864.71,0,0,0,0,15061.41,3178.3906,3000,6
Prefeitura Municipal de Paragominas - PA,1505502,108547,356894419.46,0,0,1689363.44,0,82466.59,3271.6021,3000,6
Prefeitura Municipal de Parauapebas - PA,1505536,196259,1251813305.37,0,8343.950000000001,6676401.19,0,1330650.01,6337.5332,3000,6
Prefeitura Municipal de Pau D'Arco - PA,1505551,5436,29752777.49,0,0,306712.06,0,0,5416.8628,3000,6
Prefeitura Municipal de Peixe-Boi - PA,1505601,7867,25201525.42,0,0,265541.01,0,41838.31,3164.376,3000,6
Prefeitura Municipal de Piçarra - PA,1505635,12653,40446261.53,0,0,0,0,0,3196.575,3000,6
Prefeitura Municipal de Placas - PA,1505650,29336,57329739.21,0,0,260670.61,0,0,1945.3596,1945.3596,4.3186698
Prefeitura Municipal de Ponta de Pedras - PA,1505700,29700,51148243.37,0,0,80943.60000000001,0,170792.15,1713.6871,1713.6871,3.9493327
Prefeitura Municipal de Portel - PA,1505809,59322,136873397.18,0,0,0,0,748841.66,2294.6724,2294.6724,4.8755517
Prefeitura Municipal de Porto de Moz - PA,1505908,39246,103982299.32,0,0,0,0,70407.2,2647.7065,2647.7065,5.4383664
Prefeitura Municipal de Prainha - PA,1506005,29132,73992102.76000001,0,0,1334323.9,0,0,2494.0881,2494.0881,5.1934648
Prefeitura Municipal de Primavera - PA,1506104,10510,29843377.22,0,0,0,0,0,2839.5222,2839.5222,5.744163
Prefeitura Municipal de Quatipuru - PA,1506112,13142,26752385.13,0,0,351154.84,0,0,2008.9203,2008.9203,4.4199996
Prefeitura Municipal de Redenção - PA,1506138,81647,189850538.93,0,0,875617.98,0,0,2314.5359,2314.5359,4.9072185
Prefeitura Municipal de Rio Maria - PA,1506161,17721,64977251.37,0,0,312970.58,0,47039.98,3646.3655,3000,6
Prefeitura Municipal de Rondon do Pará - PA,1506187,50460,95603929.88,0,0,1067110.24,0,0,1873.5002,1873.5002,4.2041101
Prefeitura Municipal de Rurópolis - PA,1506195,47971,75749154.8,0,0,634307.34,0,0,1565.8386,1565.8386,3.7136295
Prefeitura Municipal de Salinópolis - PA,1506203,39328,87942576.17,0,0,1041451.84,0,9214.879999999999,2209.416,2209.416,4.7396345
Prefeitura Municipal de Salvaterra - PA,1506302,22740,64372558.73,0,0,854162.3100000001,0,0,2793.2451,2793.2451,5.6703868
Prefeitura Municipal de Santa Bárbara do Pará - PA,1506351,20077,39770439.3,0,0,190384.7,0,0,1971.4128,1971.4128,4.3602047
Prefeitura Municipal de Santa Cruz do Arari - PA,1506401,9635,19742244.19,0,60000,0,0,0,2042.7861,2042.7861,4.4739895
Prefeitura Municipal de Santa Izabel do Pará - PA,1506500,67686,139027202.67,0,0,1955066.74,0,1713.7,2025.0927,2025.0927,4.4457822
Prefeitura Municipal de Santa Luzia do Pará - PA,1506559,19348,46970935.88,0,0,281874.33,0,7954.23,2412.7097,2412.7097,5.0637293
Prefeitura Municipal de Santa Maria das Barreiras - PA,1506583,20396,56221600.24,0,0,490673.3,0,0,2732.4438,2732.4438,5.5734563
Prefeitura Municipal de Santa Maria do Pará - PA,1506609,24059,49739476.49,0,0,630671.55,0,0,2041.1823,2041.1823,4.4714327
Prefeitura Municipal de Santana do Araguaia - PA,1506708,68934,124689740.82,0,0,192398.21,0,1612.18,1806.0134,1806.0134,4.0965214
Prefeitura Municipal de Santarém - PA,1506807,294447,633979385.24,2509083.45,576399.87,4303428.5,0,353598.53,2126.8237,2126.8237,4.607964
Prefeitura Municipal de Santo Antônio do Tauá - PA,1507003,30129,67062146.21,0,0,2976054.52,0,0,2127.0566,2127.0566,4.608335
Prefeitura Municipal de São Caetano de Odivelas - PA,1507102,17492,40195176.24,0,0,848429.26,0,187406.46,2238.7,2238.7,4.7863193
Prefeitura Municipal de São Domingos do Araguaia - PA,1507151,24659,53776072.93,0,0,0,0,173039.75,2173.7715,2173.7715,4.6828089
Prefeitura Municipal de São Domingos do Capim - PA,1507201,30987,74092665.45999999,0,0,956816.91,0,0,2360.2107,2360.2107,4.9800344
Prefeitura Municipal de São Félix do Xingu - PA,1507300,120580,192519235.67,0,248384.35,2765027.67,0,137539.75,1570.4784,1570.4784,3.7210264
Prefeitura Municipal de São Francisco do Pará - PA,1507409,15418,37970304.37,0,0,300344.07,0,0,2443.2456,2443.2456,5.1124105
Prefeitura Municipal de São Geraldo do Araguaia - PA,1507458,24394,78634538.40000001,0,0,950529.4,0,0,3184.554,3000,6
Prefeitura Municipal de São João da Ponta - PA,1507466,5884,18633650.43,0,0,313010.82,0,0,3113.637,3000,6
Prefeitura Municipal de São João de Pirabas - PA,1507474,22207,49415193.52,0,0,1410381.5,0,0,2161.6973,2161.6973,4.6635599
Prefeitura Municipal de São João do Araguaia - PA,1507508,13569,38114467.75,0,0,0,0,0,2808.937,2808.937,5.6954036
Prefeitura Municipal de São Miguel do Guamá - PA,1507607,56667,134116701.9,0,0,1342004.13,0,414487.3,2335.7546,2335.7546,4.9410458
Prefeitura Municipal de São Sebastião da Boa Vista - PA,1507706,25540,57137690.16,0,0,1583832.4,0,0,2175.1707,2175.1707,4.6850395
Prefeitura Municipal de Sapucaia - PA,1507755,5678,25413992.06,0,0,126361.78,0,0,4453.6157,3000,6
Prefeitura Municipal de Senador José Porfírio - PA,1507805,11587,56344259.56,0,0,776631.62,0,13035.19,4794.562,3000,6
Prefeitura Municipal de Soure - PA,1507904,24488,55174501.06,0,0,514863.58,0,12987.9,2231.5686,2231.5686,4.7749505
Prefeitura Municipal de Tailândia - PA,1507953,100300,156945875.42,0,0,3473881.41,0,0,1530.1295,1530.1295,3.6567013
Prefeitura Municipal de Terra Alta - PA,1507961,11262,26093059.46,0,0,558439.04,0,0,2267.3254,2267.3254,4.8319545
Prefeitura Municipal de Terra Santa - PA,1507979,18105,62772192.18,0,0,528967.9399999999,0,0,3437.9026,3000,6
Prefeitura Municipal de Tomé-Açu - PA,1508001,61095,144095321.97,0,0,1910915.77,0,0,2327.2676,2327.2676,4.9275155
Prefeitura Municipal de Tracuateua - PA,1508035,29793,61219655.95,0,0,484147.07,0,0,2038.5831,2038.5831,4.467289
Prefeitura Municipal de Trairão - PA,1508050,18280,45067324.94,0,0,663946.62,0,3164.3,2428.8958,2428.8958,5.0895333
Prefeitura Municipal de Tucumã - PA,1508084,37920,106453189.71,0,0,505699.44,0,0,2793.9739,2793.9739,5.6715488
Prefeitura Municipal de Tucuruí - PA,1508100,108885,348802933.39,0,0,1403459.47,0,19564.68,3190.3376,3000,6
Prefeitura Municipal de Ulianópolis - PA,1508126,55739,93128385.84999999,0,0,712416.0699999999,0,0,1658.0127,1658.0127,3.8605754
Prefeitura Municipal de Uruará - PA,1508159,44370,106989569.92,0,0,1270347.61,0,0,2382.6736,2382.6736,5.0158453
Prefeitura Municipal de Vigia - PA,1508209,51705,76145208.79000001,0,0,929677.72,0,83165.64999999999,1453.0967,1453.0967,3.5338941
Prefeitura Municipal de Viseu - PA,1508308,59401,135213965.31,0,0,2465851.24,0,0,2234.7791,2234.7791,4.7800684
Prefeitura Municipal de Xinguara - PA,1508407,43188,150701011.42,0,18293,523746.06,0,0,3476.8679,3000,6
Prefeitura Municipal de Serra do Navio - AP,1600055,5025,17569711.14,0,0,0,0,0,3496.46,3000,6
Prefeitura Municipal de Amapá - AP,1600105,8690,18527411.32,0,0,817402.37,0,0,2037.9757,2037.9757,4.4663205
Prefeitura Municipal de Pedra Branca do Amapari - AP,1600154,14560,38539428.8,0,0,0,0,0,2646.9387,2646.9387,5.4371424
Prefeitura Municipal de Calçoene - AP,1600204,10345,10415370.66,0,0,0,0,0,1006.8024,1006.8024,2.8224022
Prefeitura Municipal de Ferreira Gomes - AP,1600238,7087,35077304.28,0,0,0,0,0,4949.5278,3000,6
Prefeitura Municipal de Itaubal - AP,1600253,5061,13847511.53,0,0,0,0,0,2736.1216,2736.1216,5.5793195
Prefeitura Municipal de Laranjal do Jari - AP,1600279,46639,84043037.64,0,0,1030880.08,0,0,1779.8872,1779.8872,4.0548701
Prefeitura Municipal de Macapá - AP,1600303,465495,916143393.3,617664.97,2662.22,316871,0,395257.76,1965.2433,1965.2433,4.350369
Prefeitura Municipal de Mazagão - AP,1600402,19981,18090933.17,0,0,0,0,0,905.4068,905.4068,2.6607552
Prefeitura Municipal de Oiapoque - AP,1600501,24892,42933692.58,0,0,978402.9300000001,0,0,1685.4929,1685.4929,3.9043851
Prefeitura Municipal de Porto Grande - AP,1600535,20143,18694002.21,0,0,0,0,0,928.06445,928.06445,2.6968765
Prefeitura Municipal de Pracuúba - AP,1600550,4655,12350698.67,0,0,195000,0,0,2611.3208,2611.3208,5.3803592
Prefeitura Municipal de Santana - AP,1600600,113854,130556153.03,0,0,0,0,0,1146.698,1146.698,3.0454266
Prefeitura Municipal de Tartarugalzinho - AP,1600709,15665,16402550.58,0,0,0,0,0,1047.0828,1047.0828,2.8866179
Prefeitura Municipal de Vitória do Jari - AP,1600808,14680,34666875.39,0,0,0,0,0,2361.5037,2361.5037,4.9820957
Prefeitura Municipal de Abreulândia - TO,1700251,2555,13438442.1,0,0,215210.42,0,0,5175.4331,3000,6
Prefeitura Municipal de Aguiarnópolis - TO,1700301,6307,21435801.07,0,0,0,0,0,3398.7317,3000,6
Prefeitura Municipal de Aliança do Tocantins - TO,1700350,5565,17083857.88,0,0,165789.22,0,0,3040.0842,3000,6
Prefeitura Municipal de Almas - TO,1700400,7340,19710657.75,0,0,374649.42,0,0,2634.3335,2634.3335,5.4170465
Prefeitura Municipal de Alvorada - TO,1700707,8526,32393268.97,0,0,224933.07,0,0,3772.9692,3000,6
Prefeitura Municipal de Ananás - TO,1701002,9798,23694266.02,0,0,293030.27,0,0,2388.3687,2388.3687,5.0249243
Prefeitura Municipal de Angico - TO,1701051,3401,12914267.14,0,0,82228.88,0,0,3773.0193,3000,6
Prefeitura Municipal de Aparecida do Rio Negro - TO,1701101,4672,18206374.64,0,0,378464.91,0,0,3815.9053,3000,6
Prefeitura Municipal de Aragominas - TO,1701309,5887,9626240.689999999,0,4000,219666,0,0,1597.1759,1597.1759,3.7635882
Prefeitura Municipal de Araguacema - TO,1701903,6934,19295409.21,0,0,276094.7,0,0,2742.9067,2742.9067,5.5901365
Prefeitura Municipal de Araguaçu - TO,1702000,8734,24758155,0,21830,593038.5699999999,0,0,2764.2874,2764.2874,5.6242218
Prefeitura Municipal de Araguaína - TO,1702109,173112,475910846.9,0,0,8894940.77,0,369088.51,2695.6353,2695.6353,5.5147753
Prefeitura Municipal de Araguanã - TO,1702158,5581,17057994.2,0,0,647306.6,0,0,2940.4565,2940.4565,5.9050746
Prefeitura Municipal de Araguatins - TO,1702208,34810,70272636.79000001,0,0,1544327.77,0,0,1974.384,1974.384,4.3649411
Prefeitura Municipal de Arapoema - TO,1702307,6756,17169851.53,0,0,224628.78,0,0,2508.1738,2508.1738,5.2159204
Prefeitura Municipal de Arraias - TO,1702406,10752,31673874.86,0,98700,203291.84,0,33064.31,2914.6968,2914.6968,5.8640079
Prefeitura Municipal de Augustinópolis - TO,1702554,17861,38985062.52,0,0,218883.83,0,3778.23,2170.2256,2170.2256,4.677156
Prefeitura Municipal de Aurora do Tocantins - TO,1702703,3709,11301607.75,0,0,0,0,0,3047.0767,3000,6
Prefeitura Municipal de Axixá do Tocantins - TO,1702901,9741,28118983.24,0,0,178593.59,0,2152.8,2868.1077,2868.1077,5.7897344
Prefeitura Municipal de Babaçulândia - TO,1703008,10744,24099566.33,707255.6899999999,0,447584.83,0,0,2135.585,2135.585,4.6219311
Prefeitura Municipal de Bandeirantes do Tocantins - TO,1703057,3500,17435639.29,0,0,88009.96000000001,0,0,4956.4653,3000,6
Prefeitura Municipal de Barra do Ouro - TO,1703073,4503,15035056.83,0,0,38906.05,0,0,3330.2578,3000,6
Prefeitura Municipal de Barrolândia - TO,1703107,5622,16816703.79,0,0,320969.06,0,0,2934.1399,2934.1399,5.8950043
Prefeitura Municipal de Bernardo Sayão - TO,1703206,4525,16950217.45,0,0,102648.75,0,0,3723.2195,3000,6
Prefeitura Municipal de Bom Jesus do Tocantins - TO,1703305,4590,13271145.92,0,0,199182.15,0,0,2847.9224,2847.9224,5.7575545
Prefeitura Municipal de Brasilândia do Tocantins - TO,1703602,2188,13566601.44,0,0,79998.94,0,0,6163.895,3000,6
Prefeitura Municipal de Brejinho de Nazaré - TO,1703701,5475,18888113.22,0,24378.33,465349,0,27550.17,3355.4038,3000,6
Prefeitura Municipal de Buriti do Tocantins - TO,1703800,10988,21720471.8,0,0,195922.08,0,2000,1958.7322,1958.7322,4.3399887
Prefeitura Municipal de Cachoeirinha - TO,1703826,2266,12871800.9,0,0,270420.25,947000,0,5143.1514,3000,6
Prefeitura Municipal de Campos Lindos - TO,1703842,9604,29605022.69,0,0,191393.56,0,0,3062.6436,3000,6
Prefeitura Municipal de Cariri do Tocantins - TO,1703867,4238,29363509.77,0,0,117594.04,0,0,6900.877,3000,6
Prefeitura Municipal de Carmolândia - TO,1703883,2531,14064403.63,0,0,0,0,0,5556.8564,3000,6
Prefeitura Municipal de Carrasco Bonito - TO,1703891,4019,16759855.66,0,138887,133659.7,474.67,0,4102.2231,3000,6
Prefeitura Municipal de Caseara - TO,1703909,5193,19941805.47,0,0,116517.09,0,2409.83,3817.2307,3000,6
Prefeitura Municipal de Centenário - TO,1704105,2835,11577454.93,0,0,64799.31,0,0,4060.9014,3000,6
Prefeitura Municipal de Chapada de Areia - TO,1704600,1402,10532113.73,0,0,24838.06,0,0,7494.4907,3000,6
Prefeitura Municipal de Chapada da Natividade - TO,1705102,3363,13801876.6,0,0,8703.040000000001,0,0,4101.4492,3000,6
Prefeitura Municipal de Colinas do Tocantins - TO,1705508,34416,94249771.53,0,57900,1541357.84,0,0,2692.0767,2692.0767,5.5091019
Prefeitura Municipal de Combinado - TO,1705557,4863,12752034.43,0,0,0,0,0,2622.2568,2622.2568,5.3977938
Prefeitura Municipal de Conceição do Tocantins - TO,1705607,4194,15939528.8,0,52506.54,187346.85,0,6515.71,3741.812,3000,6
Prefeitura Municipal de Couto Magalhães - TO,1706001,5477,18326214.9,0,0,130973,0,0,3322.1184,3000,6
Prefeitura Municipal de Crixás do Tocantins - TO,1706258,1694,11879759.96,0,0,145018.24,0,0,6927.2383,3000,6
Prefeitura Municipal de Darcinópolis - TO,1706506,5912,17292501.87,0,0,0,0,0,2924.9834,2924.9834,5.8804069
Prefeitura Municipal de Dianópolis - TO,1707009,21457,48678976.33,0,0,189524.07,0,1344.73,2259.7803,2259.7803,4.8199263
Prefeitura Municipal de Divinópolis do Tocantins - TO,1707108,6823,21620087.91,0,0,510067.7,0,18051.29,3091.3042,3000,6
Prefeitura Municipal de Dois Irmãos do Tocantins - TO,1707207,7294,20716529.31,0,0,266038.61,0,0,2803.7415,2803.7415,5.6871204
Prefeitura Municipal de Dueré - TO,1707306,4725,17523394.79,0,0,203044.7,0,0,3665.6826,3000,6
Prefeitura Municipal de Esperantina - TO,1707405,10651,26073283.89,0,0,158189.44,0,0,2433.1138,2433.1138,5.0962582
Prefeitura Municipal de Fátima - TO,1707553,3882,16214601.72,0,0,147280.68,0,0,4138.9287,3000,6
Prefeitura Municipal de Figueirópolis - TO,1707652,5369,18719056.94,0,0,357467.27,0,0,3419.9272,3000,6
Prefeitura Municipal de Filadélfia - TO,1707702,8871,80709.86,0,0,197791.33,0,0,-13.198227,-13.198227,1.1962956
Prefeitura Municipal de Formoso do Araguaia - TO,1708205,18713,48390430.11,0,0,0,0,0,2585.9258,2585.9258,5.3398743
Prefeitura Municipal de Fortaleza do Tabocão - TO,1708254,2570,18529680.87,0,0,113371.28,0,0,7165.8794,3000,6
Prefeitura Municipal de Goianorte - TO,1708304,5144,17812106.88,0,0,174487.15,0,0,3428.7751,3000,6
Prefeitura Municipal de Goiatins - TO,1709005,12894,31883486.89,0,0,517649.19,0,0,2432.5918,2432.5918,5.0954256
Prefeitura Municipal de Guaraí - TO,1709302,25642,66287679.75,0,0,822668.15,0,0,2553.0383,2553.0383,5.2874441
Prefeitura Municipal de Gurupi - TO,1709500,84628,308765335.26,1837856.28,0,8496687.5,0,0,3526.3835,3000,6
Prefeitura Municipal de Itacajá - TO,1710508,7434,21428736.13,0,0,318853.25,0,0,2839.6399,2839.6399,5.7443504
Prefeitura Municipal de Itaguatins - TO,1710706,6007,513607.22,0,0,90786.60000000001,0,13661.65,68.113693,68.113693,1.3259248
Prefeitura Municipal de Itapiratins - TO,1710904,3752,15545621.13,0,50630.11,98273.82000000001,0,0,4103.6025,3000,6
Prefeitura Municipal de Itaporã do Tocantins - TO,1711100,2470,14027858.72,0,0,267431.53,0,0,5571.0229,3000,6
Prefeitura Municipal de Jaú do Tocantins - TO,1711506,3791,16166340.86,0,0,2760.51,0,0,4263.6719,3000,6
Prefeitura Municipal de Juarina - TO,1711803,2237,8837687.779999999,0,0,190130.6,0,0,3865.6938,3000,6
Prefeitura Municipal de Lagoa da Confusão - TO,1711902,12501,37257233.76,0,0,238834.84,0,59578.91,2956.469,2956.469,5.9306021
Prefeitura Municipal de Lagoa do Tocantins - TO,1711951,4115,13232172.73,0,102450,170139.7,32.08,0,3149.344,3000,6
Prefeitura Municipal de Lajeado - TO,1712009,3059,38462100.09,0,74800,2765252.05,0,0,11644.998,3000,6
Prefeitura Municipal de Lavandeira - TO,1712157,1845,11088990.3,0,29600,86606.60000000001,0,0,5947.3081,3000,6
Prefeitura Municipal de Lizarda - TO,1712405,3791,13053522.74,0,0,97609.73,0,0,3417.5449,3000,6
Prefeitura Municipal de Luzinópolis - TO,1712454,2992,13241583.58,0,0,100000,0,69.12,4392.2173,3000,6
Prefeitura Municipal de Marianópolis do Tocantins - TO,1712504,4976,19874553.5,0,0,121955.68,0,0,3969.5735,3000,6
Prefeitura Municipal de Mateiros - TO,1712702,2570,16573552.48,0,0,79712.28999999999,0,0,6417.8364,3000,6
Prefeitura Municipal de Maurilândia do Tocantins - TO,1712801,3386,16428053.64,0,0,105596.71,0,73611.78,4798.832,3000,6
Prefeitura Municipal de Miracema do Tocantins - TO,1713205,19340,63205028.23,0,0,1901030.98,0,0,3169.8035,3000,6
Prefeitura Municipal de Miranorte - TO,1713304,13363,36030255.26,0,0,1036917.25,0,0,2618.6738,2618.6738,5.3920817
Prefeitura Municipal de Monte do Carmo - TO,1713601,7654,20504565.68,0,0,226587.43,0,0,2649.3308,2649.3308,5.4409556
Prefeitura Municipal de Monte Santo do Tocantins - TO,1713700,2248,12398536.53,0,0,286164.12,0,0,5388.0659,3000,6
Prefeitura Municipal de Palmeiras do Tocantins - TO,1713809,6450,16305628.74,0,0,117627.19,0,0,2509.7676,2509.7676,5.218461
Prefeitura Municipal de Muricilândia - TO,1713957,3470,14757158.31,0,0,0,0,0,4252.7832,3000,6
Prefeitura Municipal de Natividade - TO,1714203,9301,19519173.22,0,10550,310186.91,0,0,2064.126,2064.126,4.5080099
Prefeitura Municipal de Nazaré - TO,1714302,4118,13552707.74,0,0,113627.43,0,0,3263.4968,3000,6
Prefeitura Municipal de Nova Olinda - TO,1714880,11616,30825852.71,0,0,177312.93,0,0,2638.4763,2638.4763,5.4236512
Prefeitura Municipal de Nova Rosalândia - TO,1715002,4159,13231373.43,0,0,147753.59,0,0,3145.8572,3000,6
Prefeitura Municipal de Novo Acordo - TO,1715101,4213,14765395.89,0,50000,53304.26,0,3583.92,3479.3516,3000,6
Prefeitura Municipal de Novo Alegre - TO,1715150,2352,11122845.12,0,29789.5,0,0,0,4716.4351,3000,6
Prefeitura Municipal de Novo Jardim - TO,1715259,2674,11398622.82,0,0,176052.85,0,5069.77,4195.0264,3000,6
Prefeitura Municipal de Oliveira de Fátima - TO,1715507,1104,11603386.82,0,0,0,0,0,10510.314,3000,6
Prefeitura Municipal de Palmeirante - TO,1715705,5757,16986578.47,0,0,157869.85,0,0,2923.1733,2923.1733,5.8775215
Prefeitura Municipal de Palmeirópolis - TO,1715754,7666,22591957.22,0,0,437790.6,0,0,2889.9253,2889.9253,5.8245168
